33221	8.19
33224	8.16
33225	8.26
33226	8.27
33227	8.28
33228	8.30
33231	8.27
33232	999
33233	8.29
33234	8.24
33235	8.25
33238	8.29
33239	999
33240	8.21
33241	8.11
33242	8.09
33245	7.96
33246	7.93
33247	7.86
33248	7.94
33249	7.94
33252	7.87
33253	7.89
33254	7.97
33255	8.24
33256	8.32
33259	8.31
33260	8.26
33261	8.31
33262	8.43
33263	8.47
33266	8.48
33267	8.49
33268	8.62
33269	8.70
33270	8.70
33273	8.84
33274	8.94
33275	9.10
33276	9.07
33277	9.13
33280	9.34
33281	9.29
33282	9.37
33283	9.27
33284	9.38
33287	999
33288	9.39
33289	9.29
33290	9.29
33291	9.31
33294	9.36
33295	9.26
33296	9.37
33297	9.37
33298	9.45
33301	9.46
33302	9.64
33303	9.63
33304	9.64
33305	9.62
33308	9.56
33309	9.48
33310	9.58
33311	9.57
33312	9.55
33315	9.53
33316	9.41
33317	9.44
33318	9.42
33319	9.44
33322	9.50
33323	9.66
33324	9.66
33325	9.66
33326	999
33329	9.58
33330	9.77
33331	9.78
33332	9.81
33333	9.72
33336	9.78
33337	9.68
33338	9.66
33339	9.77
33340	9.83
33343	9.85
33344	10.00
33345	10.07
33346	10.03
33347	9.92
33350	9.83
33351	9.85
33352	9.88
33353	9.80
33354	9.79
33357	9.66
33358	9.69
33359	9.80
33360	9.82
33361	9.83
33364	9.81
33365	9.76
33366	9.78
33367	9.90
33368	9.74
33371	9.76
33372	9.64
33373	9.54
33374	9.63
33375	9.63
33378	9.63
33379	9.70
33380	9.73
33381	9.71
33382	9.78
33385	999
33386	9.88
33387	9.91
33388	10.01
33389	10.08
33392	10.06
33393	10.05
33394	10.00
33395	9.96
33396	9.87
33399	9.85
33400	9.89
33401	9.79
33402	9.81
33403	9.92
33406	9.88
33407	9.84
33408	9.75
33409	9.75
33410	9.79
33413	9.62
33414	9.61
33415	9.62
33416	9.69
33417	9.63
33420	9.78
33421	9.77
33422	9.68
33423	999
33424	9.69
33427	9.78
33428	9.77
33429	9.77
33430	9.80
33431	9.88
33434	9.94
33435	9.92
33436	9.92
33437	10.01
33438	9.99
33441	9.95
33442	9.87
33443	9.84
33444	9.90
33445	9.90
33448	9.95
33449	10.04
33450	10.08
33451	10.07
33452	10.08
33455	10.03
33456	10.15
33457	10.17
33458	10.15
33459	10.11
33462	10.13
33463	10.18
33464	10.20
33465	10.19
33466	10.11
33469	9.87
33470	9.94
33471	10.21
33472	10.24
33473	10.30
33476	10.30
33477	10.29
33478	10.37
33479	10.37
33480	10.36
33483	999
33484	10.28
33485	10.22
33486	10.20
33487	10.20
33490	10.19
33491	10.08
33492	10.10
33493	10.17
33494	10.08
33497	10.12
33498	10.12
33499	10.15
33500	10.19
33501	10.22
33504	10.17
33505	10.22
33506	10.20
33507	10.20
33508	10.18
33511	10.24
33512	10.27
33513	10.24
33514	10.15
33515	10.09
33518	10.03
33519	10.06
33520	9.97
33521	10.05
33522	10.08
33525	10.20
33526	10.33
33527	10.40
33528	10.37
33529	10.39
33532	10.33
33533	10.29
33534	10.29
33535	10.21
33536	10.18
33539	10.30
33540	10.36
33541	10.42
33542	10.43
33543	10.40
33546	10.37
33547	10.35
33548	10.38
33549	10.47
33550	10.47
33553	10.49
33554	10.58
33555	10.60
33556	10.59
33557	10.22
33560	10.27
33561	10.11
33562	10.10
33563	10.14
33564	10.05
33567	10.02
33568	10.06
33569	10.04
33570	999
33571	10.03
33574	10.17
33575	10.18
33576	10.16
33577	10.11
33578	10.15
33581	10.13
33582	10.12
33583	10.10
33584	10.19
33585	10.26
33588	10.28
33589	10.23
33590	10.24
33591	10.20
33592	10.30
33595	10.53
33596	10.62
33597	999
33598	10.77
33599	10.84
33602	11.06
33603	11.13
33604	999
33605	11.12
33606	11.18
33609	11.18
33610	11.19
33611	11.23
33612	11.26
33613	11.20
33616	11.18
33617	11.33
33618	11.37
33619	11.31
33620	11.32
33623	11.25
33624	11.12
33625	11.27
33626	11.23
33627	11.24
33630	11.22
33631	11.22
33632	11.11
33633	11.16
33634	11.11
33637	11.13
33638	11.24
33639	11.27
33640	11.28
33641	11.22
33644	11.27
33645	11.27
33646	11.38
33647	11.28
33648	11.26
33651	999
33652	11.13
33653	11.13
33654	11.27
33655	11.21
33658	11.21
33659	11.16
33660	11.30
33661	11.28
33662	11.26
33665	11.27
33666	11.28
33667	11.19
33668	11.10
33669	11.04
33672	11.05
33673	11.11
33674	11.03
33675	11.02
33676	11.07
33679	11.07
33680	11.15
33681	11.15
33682	11.17
33683	11.19
33686	11.16
33687	11.13
33688	11.12
33689	11.10
33690	10.99
33693	10.97
33694	10.98
33695	10.99
33696	10.88
33697	10.88
33700	10.98
33701	10.78
33702	10.67
33703	10.85
33704	10.93
33707	10.98
33708	11.13
33709	11.22
33710	11.19
33711	999
33714	11.02
33715	11.01
33716	11.01
33717	11.03
33718	10.98
33721	10.96
33722	10.95
33723	11.03
33724	11.13
33725	11.09
33728	11.20
33729	11.22
33730	11.22
33731	11.21
33732	11.21
33735	11.27
33736	11.22
33737	11.21
33738	11.12
33739	11.06
33742	11.12
33743	11.20
33744	11.20
33745	11.13
33746	11.16
33749	999
33750	11.08
33751	11.10
33752	11.20
33753	11.20
33756	11.25
33757	11.19
33758	11.21
33759	11.17
33760	11.17
33763	11.15
33764	11.06
33765	10.98
33766	11.00
33767	11.03
33770	11.03
33771	10.98
33772	10.81
33773	10.76
33774	10.83
33777	10.81
33778	10.84
33779	10.83
33780	10.81
33781	10.81
33784	10.96
33785	10.97
33786	11.09
33787	11.06
33788	999
33791	11.11
33792	10.99
33793	11.01
33794	11.12
33795	11.14
33798	11.16
33799	11.23
33800	11.22
33801	11.23
33802	11.17
33805	11.12
33806	11.14
33807	11.06
33808	11.09
33809	11.09
33812	11.09
33813	11.23
33814	11.35
33815	11.40
33816	11.41
33819	11.44
33820	11.43
33821	11.37
33822	11.34
33823	11.31
33826	11.31
33827	11.30
33828	11.26
33829	11.26
33830	11.32
33833	11.34
33834	11.35
33835	11.28
33836	11.28
33837	11.19
33840	11.07
33841	11.08
33842	11.13
33843	11.16
33844	11.18
33847	11.17
33848	11.22
33849	11.28
33850	11.30
33851	11.27
33854	999
33855	11.21
33856	11.26
33857	11.35
33858	11.35
33861	11.51
33862	11.39
33863	11.38
33864	11.38
33865	11.44
33868	11.42
33869	11.31
33870	11.30
33871	11.34
33872	11.22
33875	11.26
33876	11.27
33877	11.31
33878	11.26
33879	11.12
33882	11.03
33883	11.05
33884	10.99
33885	11.08
33886	10.96
33889	11.06
33890	11.11
33891	11.12
33892	11.13
33893	11.18
33896	11.28
33897	11.30
33898	11.32
33899	11.30
33900	11.29
33903	11.38
33904	11.39
33905	11.45
33906	11.48
33907	11.44
33910	11.54
33911	11.48
33912	11.43
33913	11.48
33914	11.48
33917	11.52
33918	11.54
33919	11.64
33920	11.65
33921	11.65
33924	11.61
33925	11.56
33926	11.65
33927	11.68
33928	11.77
33931	11.73
33932	11.80
33933	11.85
33934	999
33935	11.88
33938	11.92
33939	11.92
33940	11.89
33941	11.90
33942	11.97
33945	12.04
33946	12.08
33947	12.05
33948	12.01
33949	11.99
33952	11.97
33953	11.95
33954	11.91
33955	12.02
33956	12.15
33959	12.14
33960	12.13
33961	12.12
33962	12.14
33963	999
33966	12.13
33967	12.13
33968	12.16
33969	12.13
33970	999
33973	12.10
33974	12.08
33975	12.10
33976	12.00
33977	11.96
33980	12.01
33981	12.01
33982	12.07
33983	12.16
33984	12.21
33987	12.21
33988	12.18
33989	12.15
33990	12.20
33991	12.23
33994	12.32
33995	12.33
33996	12.26
33997	12.26
33998	12.28
34001	12.38
34002	12.40
34003	12.52
34004	12.59
34005	12.55
34008	12.53
34009	12.45
34010	12.47
34011	12.51
34012	12.44
34015	999
34016	12.10
34017	12.05
34018	12.03
34019	12.09
34022	12.07
34023	12.06
34024	12.24
34025	12.29
34026	12.33
34029	12.31
34030	12.46
34031	12.52
34032	12.47
34033	12.45
34036	12.65
34037	12.66
34038	12.72
34039	12.68
34040	12.59
34043	12.63
34044	12.62
34045	12.54
34046	12.62
34047	12.56
34050	12.51
34051	12.50
34052	12.48
34053	12.56
34054	12.52
34057	12.57
34058	12.62
34059	12.64
34060	12.60
34061	12.35
34064	12.36
34065	12.31
34066	12.35
34067	12.33
34068	999
34071	12.49
34072	12.53
34073	12.52
34074	12.50
34075	12.51
34078	12.46
34079	12.40
34080	12.38
34081	12.29
34082	12.22
34085	12.09
34086	12.20
34087	12.22
34088	12.25
34089	12.30
34092	12.36
34093	12.44
34094	12.48
34095	12.44
34096	12.42
34099	12.45
34100	12.49
34101	12.49
34102	12.35
34103	12.35
34106	12.37
34107	12.38
34108	12.56
34109	12.65
34110	12.55
34113	12.58
34114	12.62
34115	12.74
34116	12.73
34117	12.68
34120	999
34121	12.77
34122	12.78
34123	12.75
34124	12.68
34127	12.60
34128	12.50
34129	12.54
34130	12.52
34131	12.57
34134	12.59
34135	12.57
34136	12.59
34137	12.62
34138	12.51
34141	12.55
34142	12.54
34143	12.49
34144	12.58
34145	12.62
34148	12.76
34149	12.73
34150	12.74
34151	12.72
34152	12.66
34155	999
34156	12.57
34157	12.59
34158	12.72
34159	12.72
34162	12.75
34163	12.74
34164	12.80
34165	12.77
34166	12.68
34169	12.67
34170	12.70
34171	12.69
34172	12.62
34173	12.68
34176	12.75
34177	12.72
34178	12.71
34179	12.78
34180	12.74
34183	12.79
34184	12.78
34185	12.78
34186	12.78
34187	12.79
34190	12.85
34191	12.84
34192	12.85
34193	12.82
34194	12.84
34197	12.91
34198	12.95
34199	13.03
34200	13.03
34201	13.03
34204	13.01
34205	13.13
34206	13.13
34207	13.15
34208	13.14
34211	13.18
34212	13.23
34213	13.24
34214	13.22
34215	13.23
34218	999
34219	13.13
34220	13.04
34221	13.09
34222	13.21
34225	13.21
34226	13.14
34227	13.19
34228	13.15
34229	13.14
34232	13.07
34233	12.99
34234	13.10
34235	13.17
34236	13.18
34239	13.28
34240	13.29
34241	13.27
34242	13.26
34243	13.30
34246	13.31
34247	13.31
34248	13.30
34249	13.26
34250	13.28
34253	13.31
34254	13.34
34255	13.37
34256	13.49
34257	13.55
34260	13.51
34261	13.41
34262	13.39
34263	13.38
34264	13.35
34267	13.36
34268	13.34
34269	13.37
34270	13.44
34271	13.48
34274	13.51
34275	13.50
34276	13.34
34277	13.16
34278	13.22
34281	13.26
34282	13.28
34283	13.37
34284	13.36
34285	13.42
34288	13.37
34289	13.42
34290	13.35
34291	13.30
34292	13.26
34295	13.12
34296	13.19
34297	13.25
34298	999
34299	13.28
34302	13.26
34303	13.26
34304	13.30
34305	13.33
34306	13.38
34309	13.42
34310	13.43
34311	13.42
34312	13.36
34313	13.36
34316	13.38
34317	13.30
34318	13.28
34319	13.31
34320	13.39
34323	13.38
34324	13.35
34325	13.39
34326	13.41
34327	999
34330	13.49
34331	13.52
34332	13.54
34333	13.51
34334	13.50
34337	13.44
34338	13.47
34339	13.50
34340	13.50
34341	13.56
34344	13.68
34345	13.66
34346	13.67
34347	13.65
34348	13.71
34351	13.68
34352	13.70
34353	13.69
34354	13.72
34355	13.71
34358	13.65
34359	13.61
34360	13.67
34361	13.78
34362	13.84
34365	13.92
34366	13.88
34367	13.94
34368	13.92
34369	13.60
34372	13.65
34373	13.65
34374	13.71
34375	13.63
34376	13.63
34379	13.65
34380	13.71
34381	13.73
34382	13.67
34383	13.60
34386	999
34387	13.69
34388	13.67
34389	13.50
34390	13.55
34393	13.61
34394	13.54
34395	13.53
34396	13.50
34397	13.56
34400	13.64
34401	13.61
34402	13.63
34403	13.55
34404	13.61
34407	13.65
34408	13.65
34409	13.73
34410	13.78
34411	13.79
34414	13.72
34415	13.73
34416	13.73
34417	13.60
34418	13.52
34421	13.45
34422	13.21
34423	13.01
34424	12.99
34425	999
34428	12.79
34429	13.09
34430	13.10
34431	13.18
34432	13.08
34435	13.12
34436	13.05
34437	12.98
34438	12.98
34439	12.99
34442	12.89
34443	12.85
34444	12.80
34445	12.99
34446	12.99
34449	13.12
34450	13.13
34451	999
34452	13.06
34453	13.12
34456	13.19
34457	13.20
34458	13.18
34459	13.17
34460	13.05
34463	12.89
34464	12.97
34465	12.83
34466	12.88
34467	12.89
34470	12.87
34471	12.98
34472	13.13
34473	13.21
34474	13.18
34477	13.14
34478	13.19
34479	13.23
34480	13.25
34481	13.26
34484	999
34485	13.25
34486	13.28
34487	13.30
34488	13.37
34491	13.37
34492	13.34
34493	13.28
34494	13.29
34495	13.32
34498	13.33
34499	13.41
34500	13.37
34501	13.40
34502	13.31
34505	13.19
34506	13.07
34507	13.12
34508	13.00
34509	12.82
34512	12.94
34513	12.91
34514	12.95
34515	12.89
34516	12.95
34519	999
34520	12.94
34521	12.94
34522	13.01
34523	13.03
34526	12.99
34527	13.01
34528	13.06
34529	13.18
34530	13.20
34533	13.23
34534	13.19
34535	13.12
34536	13.14
34537	13.15
34540	13.18
34541	13.16
34542	13.12
34543	13.16
34544	13.27
34547	13.35
34548	13.37
34549	13.37
34550	13.31
34551	13.27
34554	13.30
34555	13.31
34556	13.38
34557	13.35
34558	13.43
34561	13.43
34562	13.51
34563	13.53
34564	13.49
34565	13.50
34568	13.48
34569	13.55
34570	13.65
34571	13.64
34572	13.79
34575	13.82
34576	13.87
34577	13.86
34578	13.79
34579	13.75
34582	999
34583	13.75
34584	13.76
34585	13.82
34586	13.70
34589	13.64
34590	13.68
34591	13.72
34592	13.88
34593	13.81
34596	13.79
34597	13.60
34598	13.53
34599	13.51
34600	13.47
34603	13.50
34604	13.53
34605	13.61
34606	13.56
34607	13.59
34610	13.56
34611	13.36
34612	13.31
34613	13.29
34614	13.37
34617	13.47
34618	13.64
34619	13.64
34620	13.69
34621	13.72
34624	13.71
34625	13.69
34626	13.75
34627	13.66
34628	13.61
34631	13.51
34632	13.51
34633	13.55
34634	13.63
34635	13.84
34638	13.81
34639	13.71
34640	13.68
34641	13.71
34642	13.59
34645	13.59
34646	13.66
34647	13.65
34648	13.61
34649	13.56
34652	13.65
34653	13.64
34654	13.64
34655	13.58
34656	13.52
34659	13.43
34660	13.18
34661	13.17
34662	999
34663	13.25
34666	13.30
34667	13.33
34668	13.31
34669	13.17
34670	13.27
34673	13.28
34674	13.26
34675	13.19
34676	13.01
34677	13.03
34680	13.08
34681	13.11
34682	13.25
34683	13.30
34684	13.36
34687	13.34
34688	13.33
34689	13.42
34690	13.42
34691	13.45
34694	999
34695	13.51
34696	13.46
34697	13.50
34698	13.49
34701	999
34702	13.45
34703	13.50
34704	13.49
34705	13.52
34708	13.53
34709	13.56
34710	13.55
34711	13.56
34712	13.67
34715	13.79
34716	13.82
34717	13.80
34718	13.73
34719	13.66
34722	13.66
34723	13.69
34724	13.72
34725	13.72
34726	13.78
34729	13.72
34730	13.78
34731	13.79
34732	13.86
34733	14.03
34736	14.12
34737	14.11
34738	14.14
34739	14.13
34740	14.16
34743	14.17
34744	14.18
34745	14.26
34746	14.25
34747	14.18
34750	999
34751	14.17
34752	14.23
34753	14.30
34754	14.33
34757	14.21
34758	14.33
34759	14.29
34760	14.27
34761	14.29
34764	14.28
34765	14.17
34766	14.21
34767	14.22
34768	14.38
34771	14.39
34772	14.47
34773	14.45
34774	14.53
34775	14.53
34778	14.54
34779	14.51
34780	14.52
34781	14.53
34782	14.67
34785	14.74
34786	14.77
34787	14.75
34788	14.74
34789	14.71
34792	14.73
34793	14.80
34794	14.81
34795	14.83
34796	14.82
34799	14.86
34800	14.84
34801	14.89
34802	14.95
34803	999
34806	14.87
34807	14.83
34808	14.79
34809	14.81
34810	14.89
34813	15.00
34814	14.99
34815	15.01
34816	15.04
34817	15.07
34820	15.06
34821	15.07
34822	15.21
34823	15.20
34824	15.19
34827	15.30
34828	15.31
34829	15.33
34830	15.37
34831	15.41
34834	15.48
34835	15.50
34836	15.47
34837	15.28
34838	15.27
34841	15.38
34842	15.51
34843	15.51
34844	15.51
34845	15.39
34848	999
34849	15.36
34850	15.58
34851	15.61
34852	15.62
34855	15.71
34856	15.71
34857	15.66
34858	15.66
34859	15.55
34862	15.63
34863	15.77
34864	15.79
34865	15.83
34866	15.90
34869	16.04
34870	16.05
34871	16.04
34872	16.23
34873	16.19
34876	16.03
34877	15.98
34878	16.03
34879	16.03
34880	16.08
34883	16.13
34884	999
34885	16.17
34886	16.35
34887	16.45
34890	16.48
34891	16.43
34892	16.61
34893	16.62
34894	16.60
34897	16.67
34898	16.54
34899	16.27
34900	16.37
34901	16.39
34904	16.51
34905	16.63
34906	16.68
34907	16.79
34908	16.75
34911	16.74
34912	16.66
34913	16.63
34914	16.62
34915	16.64
34918	16.69
34919	16.70
34920	16.70
34921	16.66
34922	16.61
34925	16.73
34926	16.72
34927	16.79
34928	16.80
34929	16.81
34932	16.78
34933	16.81
34934	16.77
34935	16.76
34936	16.83
34939	16.79
34940	16.80
34941	16.85
34942	16.90
34943	16.96
34946	999
34947	17.13
34948	17.19
34949	17.21
34950	17.30
34953	17.34
34954	17.39
34955	17.46
34956	17.57
34957	17.54
34960	17.52
34961	17.58
34962	17.66
34963	17.55
34964	17.50
34967	17.47
34968	17.45
34969	17.40
34970	17.56
34971	17.55
34974	17.44
34975	17.42
34976	17.34
34977	17.40
34978	17.40
34981	17.22
34982	17.18
34983	17.29
34984	17.43
34985	17.49
34988	17.46
34989	17.57
34990	17.61
34991	17.66
34992	17.57
34995	17.50
34996	17.53
34997	17.38
34998	17.22
34999	17.29
35002	17.40
35003	17.37
35004	17.45
35005	17.63
35006	17.69
35009	17.64
35010	17.56
35011	17.69
35012	17.77
35013	17.76
35016	17.73
35017	17.62
35018	17.72
35019	17.83
35020	17.90
35023	17.80
35024	17.84
35025	17.80
35026	999
35027	17.86
35030	17.90
35031	18.04
35032	18.12
35033	18.11
35034	18.14
35037	18.34
35038	18.42
35039	18.46
35040	18.34
35041	18.38
35044	18.43
35045	18.39
35046	18.47
35047	18.33
35048	18.28
35051	17.96
35052	18.14
35053	18.05
35054	18.18
35055	18.24
35058	999
35059	18.30
35060	18.33
35061	18.32
35062	18.40
35065	999
35066	18.52
35067	18.50
35068	18.36
35069	18.34
35072	18.38
35073	18.09
35074	17.80
35075	17.95
35076	17.93
35079	17.83
35080	18.02
35081	18.01
35082	18.08
35083	18.18
35086	18.26
35087	18.26
35088	18.45
35089	18.38
35090	18.50
35093	18.57
35094	18.74
35095	18.90
35096	18.99
35097	18.93
35100	19.08
35101	19.21
35102	19.28
35103	19.44
35104	19.46
35107	19.57
35108	19.53
35109	19.45
35110	19.39
35111	19.32
35114	999
35115	19.12
35116	19.32
35117	19.63
35118	19.64
35121	19.45
35122	19.37
35123	19.33
35124	19.23
35125	19.27
35128	19.45
35129	19.59
35130	19.52
35131	19.56
35132	19.00
35135	19.18
35136	19.08
35137	19.17
35138	19.25
35139	19.28
35142	19.57
35143	19.55
35144	19.50
35145	19.48
35146	19.52
35149	19.47
35150	19.53
35151	19.47
35152	19.48
35153	19.44
35156	19.65
35157	19.69
35158	19.72
35159	19.73
35160	999
35163	19.40
35164	19.38
35165	19.16
35166	19.06
35167	19.22
35170	19.38
35171	19.48
35172	19.39
35173	19.48
35174	19.53
35177	19.65
35178	19.76
35179	19.77
35180	19.86
35181	19.89
35184	19.91
35185	19.92
35186	19.97
35187	19.66
35188	19.64
35191	19.61
35192	19.53
35193	19.65
35194	19.71
35195	19.92
35198	20.18
35199	20.33
35200	20.33
35201	20.34
35202	20.45
35205	20.57
35206	20.56
35207	20.69
35208	20.64
35209	20.69
35212	999
35213	20.51
35214	20.38
35215	20.49
35216	20.46
35219	20.41
35220	20.55
35221	20.71
35222	20.55
35223	20.51
35226	20.50
35227	20.48
35228	20.46
35229	20.41
35230	20.32
35233	20.28
35234	20.13
35235	20.11
35236	20.05
35237	20.17
35240	20.24
35241	20.19
35242	20.04
35243	20.16
35244	20.29
35247	20.46
35248	20.41
35249	20.34
35250	999
35251	19.93
35254	19.77
35255	19.84
35256	19.80
35257	19.44
35258	19.43
35261	18.93
35262	18.83
35263	19.09
35264	19.40
35265	19.25
35268	19.08
35269	18.81
35270	18.77
35271	18.94
35272	19.11
35275	18.97
35276	19.06
35277	19.20
35278	19.51
35279	19.87
35282	19.81
35283	19.88
35284	19.96
35285	19.93
35286	19.88
35289	19.99
35290	19.83
35291	19.91
35292	19.93
35293	20.02
35296	20.04
35297	20.01
35298	19.99
35299	20.17
35300	20.10
35303	20.03
35304	20.11
35305	20.12
35306	19.93
35307	19.81
35310	999
35311	19.85
35312	19.88
35313	19.69
35314	19.89
35317	20.08
35318	20.09
35319	20.18
35320	20.31
35321	20.58
35324	20.68
35325	20.65
35326	20.62
35327	20.66
35328	20.77
35331	20.73
35332	20.73
35333	20.77
35334	20.81
35335	20.83
35338	20.87
35339	20.88
35340	21.04
35341	21.01
35342	21.24
35345	21.28
35346	21.19
35347	21.09
35348	21.04
35349	21.20
35352	21.30
35353	21.26
35354	21.29
35355	21.35
35356	21.42
35359	21.37
35360	21.23
35361	21.23
35362	21.14
35363	21.09
35366	20.98
35367	21.03
35368	21.03
35369	21.16
35370	21.13
35373	21.20
35374	21.38
35375	21.68
35376	21.77
35377	21.85
35380	21.89
35381	21.84
35382	21.89
35383	22.02
35384	22.04
35387	22.01
35388	22.13
35389	22.18
35390	22.14
35391	22.31
35394	22.53
35395	22.49
35396	22.50
35397	999
35398	22.56
35401	22.58
35402	22.43
35403	22.35
35404	22.35
35405	22.18
35408	22.49
35409	22.43
35410	22.23
35411	21.96
35412	21.90
35415	21.66
35416	21.76
35417	21.95
35418	22.30
35419	22.37
35422	22.30
35423	22.41
35424	999
35425	22.54
35426	22.58
35429	22.53
35430	22.31
35431	999
35432	22.14
35433	22.45
35436	22.47
35437	22.63
35438	22.54
35439	22.71
35440	22.82
35443	22.81
35444	23.07
35445	23.02
35446	23.09
35447	23.25
35450	23.32
35451	23.46
35452	23.57
35453	23.37
35454	23.15
35457	22.99
35458	23.00
35459	23.16
35460	23.44
35461	23.50
35464	23.52
35465	23.56
35466	23.26
35467	23.32
35468	23.55
35471	23.40
35472	23.48
35473	23.84
35474	24.08
35475	24.04
35478	999
35479	24.21
35480	24.14
35481	23.87
35482	23.81
35485	24.01
35486	24.08
35487	23.90
35488	23.61
35489	23.49
35492	23.60
35493	23.54
35494	23.82
35495	23.75
35496	23.91
35499	24.12
35500	24.07
35501	23.88
35502	23.50
35503	23.58
35506	23.56
35507	23.38
35508	23.24
35509	23.20
35510	23.23
35513	23.34
35514	23.33
35515	23.39
35516	22.95
35517	999
35520	22.45
35521	22.48
35522	22.23
35523	22.22
35524	22.47
35527	22.65
35528	22.75
35529	22.63
35530	22.53
35531	21.98
35534	22.11
35535	22.38
35536	22.56
35537	22.53
35538	22.63
35541	22.42
35542	22.74
35543	22.74
35544	22.69
35545	22.48
35548	22.67
35549	23.22
35550	23.43
35551	23.42
35552	23.87
35555	24.38
35556	24.31
35557	24.03
35558	24.14
35559	24.27
35562	24.58
35563	24.48
35564	24.57
35565	24.71
35566	24.45
35569	24.52
35570	24.75
35571	24.72
35572	24.66
35573	24.97
35576	999
35577	25.05
35578	25.03
35579	24.97
35580	25.09
35583	25.10
35584	25.07
35585	24.96
35586	25.07
35587	25.43
35590	25.55
35591	25.59
35592	25.70
35593	26.03
35594	26.29
35597	26.31
35598	26.35
35599	26.26
35600	26.51
35601	26.50
35604	26.02
35605	26.44
35606	26.26
35607	26.14
35608	26.25
35611	26.24
35612	26.38
35613	26.69
35614	27.01
35615	999
35618	26.92
35619	27.11
35620	26.86
35621	27.03
35622	27.15
35625	27.22
35626	27.42
35627	27.74
35628	27.60
35629	27.22
35632	27.11
35633	27.65
35634	27.73
35635	27.82
35636	27.80
35639	27.74
35640	27.89
35641	28.20
35642	28.26
35643	28.10
35646	28.19
35647	28.29
35648	28.51
35649	28.29
35650	27.79
35653	27.84
35654	27.59
35655	27.52
35656	27.60
35657	27.04
35660	27.27
35661	27.64
35662	28.02
35663	27.68
35664	27.61
35667	27.58
35668	27.42
35669	27.48
35670	27.27
35671	27.20
35674	999
35675	27.88
35676	27.93
35677	28.02
35678	28.03
35681	28.12
35682	28.21
35683	27.88
35684	27.71
35685	28.04
35688	27.97
35689	28.59
35690	28.58
35691	28.68
35692	28.77
35695	28.92
35696	28.85
